Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
117	NCT02014389	Evaluation of Objective Perimetry Using Chromatic Multifocal Pupillometer	Recruiting	No Results Available	Retinal Dystrophies|Retinitis Pigmentosa|Glaucoma		Sheba Medical Center	Both	Adult|Senior		200	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	SHEBA -13 -0640-YR-CTIL	December 12, 2013	December 2013	December 2015	May 20, 2015	May 2015	No Study Results Posted	null	December 2015	PLR response amplitude and latency	https://ClinicalTrials.gov/show/NCT02014389
118	NCT02235454	SDOCT-GMPE Software	Recruiting	No Results Available	Glaucoma	Device: SDOCT-GMPE software	Duke University	Both	Adult|Senior		200	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Supportive Care|Masking: Open Label	Pro00056471	September 5, 2014	November 2014	November 2016	August 17, 2015	August 2015	No Study Results Posted	null	November 2016	RNFL thickness	https://ClinicalTrials.gov/show/NCT02235454
119	NCT02051946	Novel Drug Delivery Technique Via Retroject Device	Recruiting	No Results Available	Glaucoma	Device: Retroject Device only|Device: Retroject device with ethacrynic acid injection|Other: ethacrynic acid or balanced salt solution	Molly Walsh|Duke University	Both	Adult|Senior	Phase 1|Phase 2	20	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)	Pro00039988	January 29, 2014	May 2014	February 2016	April 30, 2015	April 2015	No Study Results Posted	null	February 2016	Change in Intraocular pressures (IOP) lowering effect	https://ClinicalTrials.gov/show/NCT02051946
120	NCT01779284	Travoprost/Timolol vs Latanoprost/Timolol Fixed Combination Therapy	Completed	No Results Available	Glaucoma	Drug: Travoprost/timolol therapy|Drug: Latanoprost/Timolol therapy	Aristotle University Of Thessaloniki	Both	Adult|Senior	Phase 4	42	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	A23	January 25, 2013	January 2012	January 2013	May 9, 2014	May 2014	No Study Results Posted	null	December 2012	Mean 24-hour intraocular pressure reduction between the two medications|rate of adverse events with the two medications|ocular surface indicators after 3 months of therapy with the two medications	https://ClinicalTrials.gov/show/NCT01779284
121	NCT02167035	Comparison of Combigan BID Versus Simbrinza TID	Recruiting	No Results Available	Glaucoma|Ocular Hypertension	Drug: Combigan BID|Drug: Simbrinza TID	Cornerstone Health Care, PA|Allergan	Both	Adult|Senior	Phase 4	40	Other|Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	TEP001	June 12, 2014	August 2014	October 2015	February 18, 2015	February 2015	No Study Results Posted	null	July 2015	Intra Ocular Pressure|Tolerability	https://ClinicalTrials.gov/show/NCT02167035
122	NCT02544646	Changes in Ocular Rigidity After Trabeculectomy in Patients With POAG	Recruiting	No Results Available	Glaucoma|Primary Open Angle Glaucoma|Pseudoexfoliation Glaucoma	Other: Changes in Ocular rigidity	Medical University of Vienna	Both	Adult|Senior		50	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	OPHT-040411	February 19, 2014	October 2011	null	September 4, 2015	September 2015	No Study Results Posted	null	October 2016	Change in ocular rigidity|Fundus pulsation amplitude|Ocular pulse amplitude|Mean arterial pressure|Pulse rate|Axial eye length|choroidal thickness	https://ClinicalTrials.gov/show/NCT02544646
123	NCT01923454	Immediate Anterior Chamber Paracentesis With A 30-Gauge Needle for Acute Primary Angle - Closure	Completed	No Results Available	Glaucoma, Angle-closure	Procedure: Paracentesis|Drug: Acetazolamide|Procedure: Peripheral iridotomy	Siriraj Hospital	Both	Adult|Senior		15	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	NK001	August 4, 2013	December 2005	June 2007	August 14, 2013	August 2013	No Study Results Posted	null	June 2007	The Intraocular pressure (mmHg)|Numbers of complications	https://ClinicalTrials.gov/show/NCT01923454
124	NCT02355990	Minimally Invasive Micro Sclerostomy First in Man Safety and Preliminary Performance Study	Not yet recruiting	No Results Available	Primary Open Angle Glaucoma|Pigmentary Glaucoma|Pseudoexfoliative Glaucoma	Procedure: Minimally Invasive Micro Sclerostomy	Sanoculis Ltd	Both	Adult|Senior		6	Industry	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	SAN-FIM-1	January 31, 2015	February 2015	February 2016	February 3, 2015	January 2015	No Study Results Posted	null	October 2015	Overall incidence of serious adverse events|Incidence of serious adverse events|intraocular pressure (IOP) between 6 mmHg and 15 mmHg without medication|Change in number of glaucoma medications from baseline in the study eye	https://ClinicalTrials.gov/show/NCT02355990
125	NCT02054403	Angle Closure (Glaucoma) in Caucasians	Not yet recruiting	No Results Available	Glaucoma, Angle-Closure		Maastricht University Medical Center	Both	Adult|Senior		100	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	NL47347.068.13/METC 13-2-060	January 30, 2014	April 2014	October 2015	February 3, 2014	February 2014	No Study Results Posted	null	April 2015	Angle closure on gonioscopy|intra-ocular pressure (IOP)	https://ClinicalTrials.gov/show/NCT02054403
126	NCT02067013	Analysis of Aqueous and Vitreous Humor	Not yet recruiting	No Results Available	Proliferative Diabetic Retinopathy|Macular Degeneration|Macular Hole|Neovascular Glaucoma	Drug: Ranibizumab	California Retina Consultants	Both	Adult|Senior	Phase 2	45	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Single Group Assignment|Primary Purpose: Basic Science|Masking: Open Label	ML28894s	February 17, 2014	March 2014	null	February 19, 2014	February 2014	No Study Results Posted	ARK	June 2014	Cytokine Levels|Serum Pharmacokinetics	https://ClinicalTrials.gov/show/NCT02067013
127	NCT01937312	Effect of SIMBRINZA® Suspension as an Added Therapy to a Prostaglandin Analogue	Completed	Has Results	Ocular Hypertension|Open Angle Glaucoma	Drug: Brinzolamide 1%/brimonidine 0.2% ophthalmic suspension|Drug: Vehicle|Drug: Prostaglandin analogue	Alcon Research	Both	Adult|Senior	Phase 4	282	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	M-13-020	September 4, 2013	October 2013	May 2014	July 6, 2015	July 2015	May 22, 2015	null	May 2014	Mean Diurnal Intraocular Pressure (IOP) at Week 6|Mean Diurnal IOP Change From Baseline to Week 6|Mean Diurnal IOP Percentage Change From Baseline to Week 6|Mean IOP at Week 6 for Each Time Point (8 AM, 10 AM, 3 PM, 5 PM)	https://ClinicalTrials.gov/show/NCT01937312
128	NCT01937299	Effect of SIMBRINZA® Suspension as an Added Therapy to TRAVATAN Z®	Completed	Has Results	Ocular Hypertension|Open Angle Glaucoma	Drug: Brinzolamide 1%/brimonidine 0.2% ophthalmic suspension|Drug: Vehicle|Drug: Travoprost 0.004% ophthalmic solution	Alcon Research	Both	Adult|Senior	Phase 4	307	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	M-13-019	September 4, 2013	October 2013	April 2014	April 29, 2015	April 2015	April 29, 2015	null	April 2014	Mean Diurnal Intraocular Pressure (IOP) at Week 6|Mean Diurnal IOP Change From Baseline to Week 6|Mean Diurnal IOP Percentage Change From Baseline to Week 6	https://ClinicalTrials.gov/show/NCT01937299
129	NCT01789736	A Study Assessing PG286 Ophthalmic Solution, 0.5% Compared to Its Individual Components for 28 Days	Completed	No Results Available	Open Angle Glaucoma|Ocular Hypertension	Drug: PG286 Ophthalmic Solution 0.5%|Drug: AR-12286 Ophthalmic Solution 0.5%|Drug: Travoprost Ophthalmic Solution 0.004%	Aerie Pharmaceuticals	Both	Adult|Senior	Phase 2	234	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	PG286-CS202	February 9, 2013	February 2013	June 2013	February 17, 2014	February 2014	No Study Results Posted	null	June 2013	Mean diurnal IOP|IOP	https://ClinicalTrials.gov/show/NCT01789736
130	NCT02003391	Global DuoTrav® Study	Completed	No Results Available	Open Angle Glaucoma|Ocular Hypertension	Drug: Beta-blocker monotherapy|Drug: Travoprost 0.004% / timolol 0.5% fixed combination ophthalmic solution	Alcon Research	Both	Adult|Senior	Phase 4	158	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	M-13-038	December 2, 2013	December 2013	May 2015	July 13, 2015	July 2015	No Study Results Posted	null	May 2015	Intraocular pressure (IOP) at 8AM|Mean change from baseline in IOP (8AM) at Week 4|Percentage change from baseline in IOP (8AM) at Week 4	https://ClinicalTrials.gov/show/NCT02003391
131	NCT02061683	A Study of Bimatoprost in the Treatment of Primary Open Angle Glaucoma and Ocular Hypertension	Completed	Has Results	Glaucoma, Open-Angle|Ocular Hypertension	Drug: Bimatoprost 0.03%	Allergan	Both	Adult|Senior	Phase 4	263	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CN-BIM-0901	February 11, 2014	April 2010	June 2011	May 19, 2014	May 2014	May 19, 2014	LOTUS	June 2011	Intraocular Pressure (IOP) in the Study Eye|Percentage of Patients With an Adverse Event of Conjunctival Hyperemia	https://ClinicalTrials.gov/show/NCT02061683
132	NCT02020512	A Study of 0.03% Bimatoprost in the Treatment of Primary Open Angle Glaucoma and Ocular Hypertension	Completed	Has Results	Glaucoma, Open-Angle|Ocular Hypertension	Drug: 0.03% Bimatoprost	Allergan	Both	Child|Adult|Senior	Phase 4	87	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CN-BIM-1102	December 19, 2013	July 2011	December 2012	June 24, 2014	June 2014	June 24, 2014	LOTUSDI	December 2012	Change From Baseline in Intraocular Pressure (IOP) in the Study Eye	https://ClinicalTrials.gov/show/NCT02020512
133	NCT02003534	A Study of 0.15% Brimonidine Tartrate in Patients With Primary Open Angle Glaucoma and Ocular Hypertension	Completed	Has Results	Glaucoma, Open-Angle|Ocular Hypertension	Drug: 0.15% Brimonidine Tartrate	Allergan	Both	Child|Adult|Senior	Phase 4	376	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CN-BRI-1002	December 2, 2013	July 2010	February 2013	June 24, 2014	June 2014	June 24, 2014	APOTUS	February 2013	Change From Baseline in Intraocular Pressure (IOP) in the Study Eye	https://ClinicalTrials.gov/show/NCT02003534
134	NCT02571712	Safety of GANFORT® Ophthalmic Solution in Chinese Patients With Open-angle Glaucoma or Ocular Hypertension	Not yet recruiting	No Results Available	Glaucoma, Open-Angle|Ocular Hypertension	Drug: bimatoprost 0.03% plus timolol 0.5%	Allergan	Both	Adult|Senior	Phase 4	750	Industry	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	192024-094	October 7, 2015	November 2015	November 2016	October 7, 2015	October 2015	No Study Results Posted	null	November 2016	Incidence of Adverse Events	https://ClinicalTrials.gov/show/NCT02571712
135	NCT02250651	Safety and Efficacy of Bimatoprost Sustained-Release (SR) in Patients With Open-Angle Glaucoma or Ocular Hypertension	Recruiting	No Results Available	Glaucoma, Open-Angle|Ocular Hypertension	Drug: Bimatoprost sustained-release|Other: Sham|Drug: Timolol|Drug: Timolol Vehicle (placebo)	Allergan	Both	Adult|Senior	Phase 3	600	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	192024-092|2014-003186-24	September 23, 2014	December 2014	January 2018	July 14, 2015	July 2015	No Study Results Posted	null	August 2016	Change from Baseline in Intraocular Pressure (IOP) in the Study Eye|IOP in the Study Eye|Change from Baseline in IOP in the Study Eye	https://ClinicalTrials.gov/show/NCT02250651
136	NCT02247804	Efficacy and Safety of Bimatoprost Sustained-Release (SR) in Patients With Open-angle Glaucoma or Ocular Hypertension	Recruiting	No Results Available	Glaucoma, Open-Angle|Ocular Hypertension	Drug: Bimatoprost sustained-release|Other: Sham|Drug: Timolol|Drug: Timolol Vehicle (placebo)	Allergan	Both	Adult|Senior	Phase 3	600	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	192024-091|2014-003037-26	September 22, 2014	October 2014	January 2018	April 20, 2015	April 2015	No Study Results Posted	null	August 2016	Change from Baseline in Intraocular Pressure (IOP) in the Study Eye|IOP in the Study Eye|Change from Baseline in IOP in the Study Eye	https://ClinicalTrials.gov/show/NCT02247804
137	NCT02507687	Comparison of Bimatoprost SR to Selective Laser Trabeculoplasty in Patients With Open-Angle Glaucoma or Ocular Hypertension	Not yet recruiting	No Results Available	Glaucoma, Open-Angle|Ocular Hypertension	Drug: Bimatoprost SR|Other: Sham Bimatoprost SR|Procedure: Selective Laser Trabeculoplasty|Other: Sham Selective Laser Trabeculoplasty	Allergan	Both	Adult|Senior	Phase 3	160	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	192024-093|2015-002131-18	July 22, 2015	August 2015	September 2017	July 23, 2015	July 2015	No Study Results Posted	null	March 2017	Change from Baseline in Intraocular Pressure (IOP) at Week 24|Change from Baseline in IOP at Week 4|Change from Baseline in IOP at Week 12|IOP at Each Visit	https://ClinicalTrials.gov/show/NCT02507687
138	NCT01887223	Transconjunctival Needling Revision Versus Medical Treatment	Completed	No Results Available	Primary Open Angle Glaucoma	Procedure: Transconjunctival needling revision|Drug: Medical treatment	University of Sao Paulo General Hospital	Both	Child|Adult|Senior	Phase 2	40	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	TNRVMT-RS	June 24, 2013	May 2010	June 2011	June 26, 2013	June 2013	No Study Results Posted	null	June 2011	Intraocular pressure	https://ClinicalTrials.gov/show/NCT01887223
139	NCT01999348	A Study of GANFORT® UD in Patients With Primary Open Angle Glaucoma (POAG) or Ocular Hypertension (OHT) in a Medical Setting	Completed	No Results Available	Glaucoma, Primary Open Angle|Ocular Hypertension	Drug: Fixed Combination Bimatoprost and Timolol	Allergan	Both	Child|Adult|Senior		1553	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	MAF/AGN/OPH/GLA/039	November 26, 2013	November 2013	December 2014	April 6, 2015	April 2015	No Study Results Posted	null	December 2014	Change from Baseline in Intraocular Pressure (IOP) in the Study Eye|Physician Assessment of IOP-Lowering Effect in the Study Eye on a 3-Point Scale|Patient Assessment of Tolerability on a 4-Point Scale|Physician Assessment of Tolerability on a 4-Point Scale|Percentage of Patients who Discontinue Treatment|Percentage of Patients Prescribed by the Physician to Continue Treatment|Physician Assessment of Patient Compliance Compared to Previous Treatment on a 3-Point Scale	https://ClinicalTrials.gov/show/NCT01999348
140	NCT01853085	A Study of Patients With Primary Open Angle Glaucoma or Ocular Hypertension Switched to Lumigan® UD Monotherapy for Medical Reasons	Completed	Has Results	Glaucoma, Primary Open Angle|Ocular Hypertension	Drug: Bimatoprost Ophthalmic Solution	Allergan	Both	Child|Adult|Senior	Phase 4	1830	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	MAF/AGN/OPH/GLA/038	May 10, 2013	April 2013	March 2014	May 12, 2015	May 2015	May 12, 2015	null	March 2014	Intraocular Pressure (IOP) in the Study Eye at Baseline|IOP in the Study Eye at Week 12|Physician Assessment of IOP-Lowering Effect in the Study Eye on a 3-Point Scale|Patient Assessment of Tolerability on a 4-Point Scale|Physician Assessment of Tolerability on a 4-Point Scale|Number of Patients Who Discontinue Treatment With Lumigan® UD Prior to 12 Weeks of Treatment|Number of Patients Who Continue Treatment|Physician Assessment of Patient Compliance Compared to Previous Treatment on a 3-Point Scale	https://ClinicalTrials.gov/show/NCT01853085
141	NCT02144103	Effectiveness and Safety of Adipose-Derived Regenerative Cells for Treatment of Glaucomatous Neurodegeneration	Enrolling by invitation	No Results Available	Retinal Degeneration|Primary Open-Angle Glaucoma	Other: Subtenon administration of autologous ADRC|Procedure: Liposuction|Device: ADRC isolation	Burnasyan Federal Medical Biophysical Center	Both	Adult|Senior	Phase 1|Phase 2	16	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	RU-FMBC-02-01-14	May 9, 2014	May 2014	January 2017	June 9, 2015	June 2015	No Study Results Posted	null	November 2016	SAEs and SARs monitoring|Change in visual acuty|Changes in structures of fundus of the eye-1|Changes in structures of fundus of the eye-2|Change in visual field|Change in ocular hemodynamics|Change in retinal ganglion cell dysfunction|Quality of life monitoring	https://ClinicalTrials.gov/show/NCT02144103
142	NCT01930487	The Effects of an Antioxidant Formulation on Ocular Blood Flow	Recruiting	No Results Available	Primary Open Angle Glaucoma	Dietary Supplement: dietary supplement with antioxidants|Dietary Supplement: Placebo	ScienceBased Health	Both	Adult|Senior		45	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Crossover Assignment|Primary Purpose: Basic Science|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	007	August 9, 2013	August 2013	June 2015	December 2, 2014	December 2014	No Study Results Posted	null	June 2015	retinal capillary blood flow|Retrobulbar blood flow velocities and vascular resistance|Ocular perfusion pressure|Ocular pulse amplitude|Outcomes 1-4 above	https://ClinicalTrials.gov/show/NCT01930487
143	NCT02348476	A Study of Simbrinza™ Therapy in Patients With Open-Angle Glaucoma or Ocular Hypertension	Completed	No Results Available	Open-Angle Glaucoma|Ocular Hypertension	Other: No Intervention	Allergan	Both	Adult|Senior		150	Industry	Observational	Observational Model: Cohort|Time Perspective: Retrospective	GMA-SIM-14-024	January 22, 2015	November 2014	April 2015	September 17, 2015	September 2015	No Study Results Posted	null	April 2015	The time to first glaucoma therapy escalation occurrence or discontinuation of Simbrinza®|The time to first glaucoma therapy escalation occurrence|The time(s) to additional glaucoma therapy escalation occurrence(s)|Specific AEs and SAEs occurring with a frequency of ≥5%	https://ClinicalTrials.gov/show/NCT02348476
144	NCT02558400	Double-masked Study of PG324 Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension	Recruiting	No Results Available	Open-angle Glaucoma|Ocular Hypertension	Drug: PG324 Ophthalmic Solution|Drug: AR-13324 Ophthalmic Solution|Drug: Latanoprost Ophthalmic Solution	Aerie Pharmaceuticals	Both	Adult|Senior	Phase 3	690	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	PG324-CS301	September 16, 2015	September 2015	null	September 23, 2015	September 2015	No Study Results Posted	null	June 2017	Intraocular pressure|Number of participants with adverse events as a measure of safety and tolerability|Changes in visual acuity from baseline|Changes in visual field test from baseline|Changes in pupil size from baseline	https://ClinicalTrials.gov/show/NCT02558400
145	NCT01841450	Multicenter Post-Approval Study Of The Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery	Recruiting	No Results Available	Primary Open Angle Glaucoma	Device: iStent|Procedure: Cataract surgery	Glaukos Corporation	Both	Adult|Senior	Phase 4	360	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	GTS100-PAS2	April 24, 2013	July 2013	December 2023	June 3, 2015	June 2015	No Study Results Posted	null	December 2023	Rate of sight-threatening adverse events|Other adverse events	https://ClinicalTrials.gov/show/NCT01841450
146	NCT01841437	Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery Postmarket Registry	Recruiting	No Results Available	Primary Open-angle Glaucoma	Device: iStent	Glaukos Corporation	Both	Child|Adult|Senior	Phase 4	500	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	GTS100-PAR	April 24, 2013	September 2013	August 2019	June 3, 2015	June 2015	No Study Results Posted	null	August 2019	Rate of sight-threatening adverse events|Other ocular adverse events	https://ClinicalTrials.gov/show/NCT01841437
147	NCT01836042	Post-approval Study of The Glaukos® iStent® Trabecular Micro-bypass Stent: Extended Follow-up of the Premarket Cohort	Completed	No Results Available	Primary Open Angle Glaucoma		Glaukos Corporation	Both	Child|Adult|Senior		108	Industry	Observational	Observational Model: Cohort|Time Perspective: Retrospective	GTS100-PAS	April 17, 2013	July 2013	April 2014	May 18, 2015	May 2015	No Study Results Posted	null	April 2014	Rate of sight-threatening adverse events	https://ClinicalTrials.gov/show/NCT01836042
148	NCT02558374	Double-masked Study of AR-13324 Ophthalmic Solution in Subjects With Glaucoma or Ocular Hypertension	Recruiting	No Results Available	Open-angle Glaucoma|Ocular Hypertension	Drug: AR-13324 Ophthalmic Solution|Drug: Timolol Maleate Ophthalmic Solution	Aerie Pharmaceuticals	Both	Adult|Senior	Phase 3	700	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	AR-13324-CS304	September 16, 2015	September 2015	null	September 23, 2015	September 2015	No Study Results Posted	null	November 2016	Mean intraocular pressure|Number of participants with adverse events as a measure of safety and tolerability|Changes in visual acuity from baseline|Changes in visual field test from baseline|Changes in pupil size from baseline	https://ClinicalTrials.gov/show/NCT02558374
149	NCT01781962	A Study of Quantitative Assessments of Angle Width in Chinese Patients With Open-angle Glaucoma and/or Ocular Hypertension	Terminated	Has Results	Open-angle Glaucoma|Ocular Hypertension	Other: No Treatment	Allergan	Both	Adult|Senior		206	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	192024-077	January 30, 2013	January 2013	June 2013	July 30, 2014	July 2014	June 16, 2014	null	June 2013	Anterior Angle Width Using Anterior Segment Optical Coherence Tomography (AS OCT)|Number of Study Eyes in Each Shaffer Grade Using Gonioscopic Lens|Number of Study Eyes in Each Step Grade Using Gonioscopic Lens	https://ClinicalTrials.gov/show/NCT01781962
150	NCT02520674	Glaucoma Screening With Smartphone Ophthalmology	Completed	No Results Available	Glaucoma	Other: optic nerve head ophthalmoscopy	Università degli Studi di Brescia	Both	Adult|Senior		110	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Single Blind (Investigator)	SMART002	August 3, 2015	September 2014	August 2015	August 11, 2015	August 2015	No Study Results Posted	null	June 2015	Vertical cup-to-disc ratio	https://ClinicalTrials.gov/show/NCT02520674
151	NCT01849536	Corneal Biomechanics and Continuous IOP Monitoring Using Soft Contact Lenses in Glaucomatous Patients	Completed	No Results Available	Open Angle Glaucoma With a Progressive Visual Field	Device: SENSIMED Triggerfish®	University Hospital, Bordeaux	Both	Adult|Senior		30	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	CHUBX 2012/20	April 26, 2013	January 2013	October 2013	November 21, 2013	November 2013	No Study Results Posted	BIOLENS	October 2013	Corneal biomechanics influence on IOP fluctuation.|Correlation between visual field defects and IOP fluctuations measurements.|Correlation between the severity of optic nerve head damages and IOP. fluctuations measurements|Lens tolerance and corneal parameters after 24-hours of contact lens wear.	https://ClinicalTrials.gov/show/NCT01849536
152	NCT02292381	Blood Flow Regulation in Glaucoma	Recruiting	No Results Available	Glaucoma	Other: Isometric exercise	Medical University of Vienna	Both	Adult|Senior		120	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	OPHT-250313	October 22, 2013	April 2014	null	September 4, 2015	September 2015	No Study Results Posted	null	December 2016	Optic nerve head blood flow|Retinal blood flow	https://ClinicalTrials.gov/show/NCT02292381
153	NCT02077231	Study of Vitamin A and Carbomer in Comforting the Ocular Surface Irritations of Glaucoma Patients	Completed	No Results Available	Primary Open-angle Glaucoma	Drug: Vitamin A|Drug: carbomer eye gel	Xiaodong Zhou|Shanghai Jinshan Hospital	Both	Adult|Senior		30	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	GlaucomaVitaminA	February 23, 2014	September 2011	September 2013	March 3, 2014	March 2014	No Study Results Posted	null	February 2013	change of the density of conjunctival goblet cells|tear film parameters changes in patients|changes of ocular irritation in patients	https://ClinicalTrials.gov/show/NCT02077231
154	NCT02438319	Automatic vs. Manual Optic Disc Planimetry	Not yet recruiting	No Results Available	Open Angle Glaucoma	Other: manual planimetry|Other: automated planimetry	University of Zurich|Swiss Federal Institute of Technology	Both	Adult|Senior		152	Other	Observational	Observational Model: Case-Crossover|Time Perspective: Retrospective	Optic Disc Planimetry	April 29, 2015	June 2015	May 2016	May 5, 2015	May 2015	No Study Results Posted	Planimetry	May 2016	agreement measured by kappa statistics|Cup size|size of excavation|vertical cup to disc ratio|rim area	https://ClinicalTrials.gov/show/NCT02438319
155	NCT02554214	Pilot Clinical Trial on a New Adjustable Glaucoma Drainage Device	Recruiting	No Results Available	Glaucoma	Device: Glafkos drainage device	Rheon Medical SA	Both	Adult|Senior		30	Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Prevention|Masking: Open Label	1007	September 10, 2015	September 2015	null	September 17, 2015	September 2015	No Study Results Posted	null	September 2017	Number and type of SADE per patient.|IOP measurement|Comprehensive biomicroscopy examination|Assessment of easiness of surgery by surgeon|Assessment of easiness of adjustment|Subjective refraction|Funduscopy evaluation|Snellen BCVA|gonioscopy assessment	https://ClinicalTrials.gov/show/NCT02554214
156	NCT01830140	A Safety Study of Bimatoprost in Patients With Glaucoma or Ocular Hypertension	Completed	Has Results	Glaucoma|Ocular Hypertension	Drug: Bimatoprost 0.01%|Drug: Bimatoprost 0.03%	Allergan	Both	Adult|Senior	Phase 3	466	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	192024-081	April 10, 2013	July 2013	May 2014	April 21, 2015	April 2015	April 21, 2015	null	May 2014	Percentage of Patients With an Increase in Macroscopic Conjunctival Hyperemia in Either Eye	https://ClinicalTrials.gov/show/NCT01830140
