Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
79	NCT01902940	Natural History in CCFDN and IBM Syndromes	Completed	No Results Available	Inclusion Body Myositis, Sporadic|Inclusion Body Myopathy, Autosomal-recessive|Inclusion Body Myopathy, Autosomal-dominant|Congenital Cataracts, Facial Dysmorphism, And Neuropathy	Other: Natural History	Ludwig-Maximilians - University of Munich	Both	Child|Adult|Senior		350	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	CCFDN-IBM-2013	July 3, 2013	June 2013	October 2013	August 31, 2015	August 2015	No Study Results Posted	null	September 2013	Manual Muscle Strength assessed by Medical Research Council (MRC)	https://ClinicalTrials.gov/show/NCT01902940
80	NCT01867541	Intra-operative Measurements to Predict the Position of the Intraocular Lens Post-operatively	Completed	No Results Available	Cataracts		Prim. Prof. Dr. Oliver Findl, MBA|Vienna Institute for Research in Ocular Surgery	Both	Adult|Senior		70	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	intraOP_OCT_1	May 26, 2013	December 2010	March 2013	May 29, 2013	May 2013	No Study Results Posted	null	December 2012	Correlation of intra-operative lens capsule measurements and the post-operative lens position	https://ClinicalTrials.gov/show/NCT01867541
81	NCT02042755	Pilot Study With a Diffractive Trifocal IOL (POD AY 26P FineVision)	Not yet recruiting	No Results Available	Bilateral Cataract	Device: trifocal intraocular lens	Physiol	Both	Adult|Senior		20	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	POD AY 26P FineVision	December 20, 2013	February 2014	December 2014	January 20, 2014	January 2014	No Study Results Posted	null	October 2014	Visual acuity|Contrast sensitivity	https://ClinicalTrials.gov/show/NCT02042755
82	NCT01786356	Posterior Capsule Opacification and Frequency of Nd:YAG Treatment and of Two IOLs: Hoya iMics Y-60H vs. Bausch&Lomb MI60 (MIMI)	Completed	No Results Available	Posterior Capsule Opacification|Cataract	Device: HOYA iMics Y-60H|Other: B&L MI60	Medical University of Vienna	Both	Adult|Senior		60	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)	EK Nr: 931/2010	February 5, 2013	March 2008	January 2013	February 5, 2013	February 2013	No Study Results Posted	null	December 2012	posterior capsular opacification (PCO)|best corrected visual acuity (BCVA)|Nd:YAG rate	https://ClinicalTrials.gov/show/NCT01786356
83	NCT02127853	Effect of Gabapentin on Pain of the Second Cataract Surgery	Recruiting	No Results Available	Hyperalgesia	Drug: gabapentin|Drug: placebo	Seoul National University Hospital	Both	Adult|Senior	Phase 4	70	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator)	SerialCataractGaba	April 29, 2014	July 2014	February 2016	May 10, 2015	April 2014	No Study Results Posted	null	February 2016	proportion of subjects who answer that "pain was greater" in the second eye surgery|perioperative pain	https://ClinicalTrials.gov/show/NCT02127853
84	NCT01901744	Contrast Sensitivity Assessment in Pediatric Cataract Surgery With IOL Implantation	Completed	No Results Available	Contrast Sensitivity	Procedure: Cataract Surgery	Iladevi Cataract and IOL Research Center	Both	Child		25	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	12-008	July 1, 2013	January 2009	January 2013	July 16, 2013	July 2013	No Study Results Posted	null	July 2011	Contrast Sensitivity at 3, 6, 12 and 18 cycles per degree under photopic and mesopic conditions pre and post cataract surgery|Improvement in Best Corrected Snellen's Visual Acuity following Cataract Surgery	https://ClinicalTrials.gov/show/NCT01901744
85	NCT01936701	Comparison of the Effect of Hydrophobic Acrylic and Silicone 3-piece IOLs on Posterior Capsule Opacification	Completed	No Results Available	Posterior Capsule Opacification|Cataract	Procedure: bilateral cataract surgery	Medical University of Vienna	Both	Adult|Senior		50	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)	EK Nr: 112/2011	September 3, 2013	March 2011	August 2011	September 5, 2013	September 2013	No Study Results Posted	null	March 2011	posterior capsular opacification (PCO)|best corrected visual acuity (BCVA)|Nd:YAG rate	https://ClinicalTrials.gov/show/NCT01936701
86	NCT02515045	Dropless vs. Standard Drops Contralateral Eye Study	Recruiting	No Results Available	Cataract	Drug: TriMoxiVanc|Drug: Moxifloxacin HCl 0.5%|Drug: Ilevro|Drug: Prednisolone acetate 1%	Carolina Eyecare Physicians, LLC|Science in Vision	Both	Adult|Senior	Phase 4	66	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Open Label	CEP 14-002	July 29, 2015	January 2015	September 2015	July 31, 2015	July 2015	No Study Results Posted	null	September 2015	Change from baseline (preoperative exam) in macular thickness	https://ClinicalTrials.gov/show/NCT02515045
87	NCT02513745	Conventional Surgery vs. Verion/VerifEye	Recruiting	No Results Available	Cataract|Astigmatism	Device: Conventional|Device: Verion	Carolina Eyecare Physicians, LLC|Science in Vision	Both	Adult|Senior		60	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	CEP 2014-003	July 30, 2015	June 2015	June 2016	July 30, 2015	July 2015	No Study Results Posted	null	June 2016	Residual refractive cylinder|Residual mean spherical equivalent refraction|Residual corneal astigmatism	https://ClinicalTrials.gov/show/NCT02513745
88	NCT02219997	Functional Vision With ACRYSOF® IQ IOLs Blue Light Filtration	Completed	No Results Available	Cataract	Device: Clear clip-on glasses|Device: Blue light filter clip-on glasses|Device: ACRYSOF® IQ IOL|Device: Clear IOL	Alcon Research	Both	Adult|Senior		90	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single Blind (Subject)	ILQ830-P001	August 18, 2014	October 2014	March 2015	April 2, 2015	April 2015	No Study Results Posted	null	March 2015	Change in reaction time (glare - no glare) in the subjects with ACRYSOF® IQ IOL or clear IOL|Change in reaction time (glare - no glare) in the subjects with clear IOL, with either blue light filter (BLF) or placebo filter|Change in reaction time (glare - no glare) in the subjects with ACRYSOF® IQ IOL and placebo filter, or subjects with clear IOL and BLF	https://ClinicalTrials.gov/show/NCT02219997
89	NCT02194543	High-Definition 3D Visualization System for Ophthalmic Surgery	Completed	No Results Available	Cataract		Yonsei University	Both	Adult|Senior		20	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	1-2014-0002	July 16, 2014	March 2014	July 2014	July 16, 2014	July 2014	No Study Results Posted	null	July 2014	the best corrected visual acuity	https://ClinicalTrials.gov/show/NCT02194543
90	NCT02155959	Performance of a Single-piece Toric Acrylic Intraocular Lens	Completed	No Results Available	Cataract|Corneal Astigmatism	Device: toric intraocular lens	Prim. Prof. Dr. Oliver Findl, MBA|Vienna Institute for Research in Ocular Surgery	Both	Adult|Senior		30	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	toric_rotation_acrylic	June 12, 2013	March 2011	December 2012	June 2, 2014	June 2014	No Study Results Posted	null	December 2012	Rotational stability of the investigated toric lens|reduction in post-operative higher order aberrations	https://ClinicalTrials.gov/show/NCT02155959
91	NCT02089698	Parameters of 2 Phaco Tips Designs in Torsional Phacoemulsification	Completed	No Results Available	Cataract	Device: Mini-flared|Device: Reversed tip	Hospital Oftalmologico de Brasilia	Both	Adult|Senior	Phase 4	60	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	2014.03	March 12, 2014	September 2013	February 2014	March 15, 2014	March 2014	No Study Results Posted	null	September 2013	Early Treatment Diabetic Retinopathy (ETDRS) visual acuities|Phaco time used	https://ClinicalTrials.gov/show/NCT02089698
92	NCT02024711	EYEFILL® C. -US Viscoelastic Clinical Investigation	Completed	No Results Available	Cataract	Device: EYEFILL® C.-US Viscoelastic|Device: Healon® Viscoelastic (CONTROL)	Valeant Pharmaceuticals International, Inc.|Bausch & Lomb Incorporated	Both	Adult|Senior	Phase 3	284	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Outcomes Assessor)	EYE-C-7.00	December 27, 2013	December 2013	null	June 1, 2015	June 2015	No Study Results Posted	null	December 2014	Preservation of Endothelium|Incidence of IOP spikes >/= 30 mmHg at all postoperative follow-up visits|Cumulative rate and severity of inflammatory response at all postoperative follow-up visits|Cumulative rate and severity of other device-related adverse events at all postoperative follow-up visits	https://ClinicalTrials.gov/show/NCT02024711
93	NCT01938989	Effect of Blue Light Filtration on Visual Performance	Completed	Has Results	Cataract	Device: Clear clip-on glasses|Device: Blue light filter clip-on glasses	Alcon Research	Both	Adult|Senior		158	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Primary Purpose: Basic Science|Masking: Single Blind (Subject)	A01311	September 3, 2013	September 2013	January 2014	January 14, 2015	January 2015	January 14, 2015	null	January 2014	Photostress Recovery Time	https://ClinicalTrials.gov/show/NCT01938989
94	NCT01763411	Visual Performance of Pseudophakic Patient With Different Intraocular Lenses	Enrolling by invitation	No Results Available	Cataract|Lens Diseases|Eye Diseases		Hospital Oftalmologico de Brasilia|University of Sao Paulo	Both	Adult|Senior		80	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	HOB-12/12|HOB03012013	January 5, 2013	January 2008	June 2016	January 10, 2015	January 2015	No Study Results Posted	ETDRS	January 2016	Visual Performance in Pseudophakic Patients With Different Intraocular Lens|Contrast sensitivity|Patient satisfaction	https://ClinicalTrials.gov/show/NCT01763411
95	NCT02314572	Visual Acuity After the Combined Binocular Implantation of +2.5 Diopters and +3.0 Diopters ReSTOR Intraocular Lenses.	Recruiting	No Results Available	Cataract	Device: Binocular cataract surgery with phacoemulsification and implantation of multifocal intraocular lenses	Charite University, Berlin, Germany	Both	Adult|Senior	Phase 4	15	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	EA1/124/13	December 8, 2014	March 2013	June 2015	December 9, 2014	December 2014	No Study Results Posted	null	December 2014	Visual acuities in the far, intermediate and near|Mesopic vision|Scotopic contrast sensitivity|Spectacle independence in the far, intermediate and near	https://ClinicalTrials.gov/show/NCT02314572
96	NCT02058394	Retained Lens Fragments After Phacoemulsification	Active, not recruiting	No Results Available	Cataract	Procedure: Phacoemulsification	Ophthalmic Consultants, Corneal and Refractive Surgery Assoicates, PC	Both	Adult|Senior		500	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	12.08	February 4, 2014	March 2012	March 2015	February 6, 2014	February 2014	No Study Results Posted	null	December 2014	Macular edema|Intraocular inflammation|Elevated intraocular pressure|Macular Edema|Intraocular Inflammation|Elevated Intraocular Pressure	https://ClinicalTrials.gov/show/NCT02058394
97	NCT02491918	Clinical Trial : Complications of in the Bag IOL Versus Optic Capture of IOL in Pediatric Cataract Surgery	Completed	No Results Available	Posterior Capsule Opacification|Postoperative Complications	Procedure: cataract surgery|Procedure: Intraocular lens implantation	Iladevi Cataract and IOL Research Center	Both	Child		61	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Single Blind (Subject)	13-009|2013 Research Foundation Grant	June 29, 2015	April 2013	April 2015	July 2, 2015	July 2015	No Study Results Posted	null	April 2015	Posterior capsule opacification requiring surgery|inflammation on slitlamp examination|intraocular pressure in mmHg	https://ClinicalTrials.gov/show/NCT02491918
98	NCT02578524	Satisfaction With Multifocal vs Accommodating Lens Implants 2 Years After Surgery	Completed	No Results Available	Cataract	Other: Survey	MDbackline, LLC	Both	Child|Adult|Senior		117	Other	Observational	Observational Model: Case Control|Time Perspective: Retrospective	BAU141212	October 12, 2015	January 2015	October 2015	October 15, 2015	October 2015	No Study Results Posted	null	October 2015	Satisfaction	https://ClinicalTrials.gov/show/NCT02578524
99	NCT02535819	Endothelial Cell Loss After Phacoemulsification Intra and Supracapsular	Recruiting	No Results Available	Cataracts	Procedure: Subluxation|Procedure: Divide and Conquer	Centre Hospitalier Régional Metz-Thionville	Both	Adult|Senior		294	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Supportive Care|Masking: Open Label	2015-01-CHRMT|2015-A00789-40	June 30, 2015	June 2015	June 2017	August 26, 2015	June 2015	No Study Results Posted	PERCEPOLIS	September 2016	Main Outcome Measures: postoperative Endothelial cell loss of the central corneal	https://ClinicalTrials.gov/show/NCT02535819
100	NCT01868217	A Retrospective Study to Investigate Prevalence of Capsular Bag Distention Syndrome and Its Influencing Factors	Completed	No Results Available	Capsular Bag Distention Syndrome After Cataract Surgery		Evidence Based Cataract Study Group	Both	Adult|Senior		239	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	NSFC-81100653	May 27, 2013	January 2013	null	May 30, 2013	May 2013	No Study Results Posted	null	March 2013	Dimension of the eyeball(mm)	https://ClinicalTrials.gov/show/NCT01868217
101	NCT02332369	EyeKon Medical Inc. CTR Study	Active, not recruiting	No Results Available	Cataract Extraction	Device: Capsular Tension Ring	EyeKon Medical, Inc.	Both	Adult|Senior		125	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	EyeKon CTR	January 5, 2015	February 2005	null	January 5, 2015	January 2015	No Study Results Posted	CTR	March 2017	Visual Acuity|Adverse Events	https://ClinicalTrials.gov/show/NCT02332369
102	NCT02238015	Tear Film Evaluation After Phacoemulsification	Recruiting	No Results Available	Cortical Senile Cataract	Procedure: cataract surgery	Zheng Qian|Wenzhou Medical University	Both	Adult|Senior	Phase 4	60	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	WZMC2013BNZYJ	August 28, 2014	October 2013	March 2015	September 11, 2014	September 2014	No Study Results Posted	TFAP	May 2014	Phacoemulsification influence on the postoperative tear functions	https://ClinicalTrials.gov/show/NCT02238015
103	NCT02566083	Post-Approval Study of the Tecnis® Toric IOL	Not yet recruiting	No Results Available	Cataract	Device: non-toric intraocular lens|Device: toric intraocular lens	Abbott Medical Optics	Both	Adult|Senior		435	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	TIOL-202-TPAS	September 30, 2015	October 2015	August 2018	September 30, 2015	September 2015	No Study Results Posted	null	February 2018	Rate of severe visual distortions|Rate of IOL repositioning procedures due to IOL misalignment	https://ClinicalTrials.gov/show/NCT02566083
104	NCT02558712	Technology-based Eye Care Services (TECS) Compare	Not yet recruiting	No Results Available	Cataract|Macular Degeneration|Glaucoma	Other: Technology-based Eye Care Services (TECS) Protocol	Emory University	Both	Adult|Senior		600	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	IRB00080630	September 21, 2015	October 2015	September 2017	September 22, 2015	September 2015	No Study Results Posted	null	September 2017	Number of patients with accurate diagnosis of eye diseases from TECS protocol versus face to face eye exam|Number of patients appropriately referred from the TECS protocol|Number of participants with an accurate diagnosis for anterior segment disease|Inter-reader variability of the TECS protocol|Intra-reader variability of the TECS protocol|Compare auto-refraction eyeglass prescriptions with manifest-refraction eyeglass prescriptions	https://ClinicalTrials.gov/show/NCT02558712
105	NCT02558218	Postoperative Discomfort and Ocular Redness Following Phacoemulsification Surgery	Completed	No Results Available	Cataract	Drug: Systane Ultra|Drug: tobradex quid (Standard)	Democritus University of Thrace	Both	Adult		80	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Single Blind (Outcomes Assessor)	FBCat	September 15, 2015	January 2015	May 2015	September 22, 2015	September 2015	No Study Results Posted	null	May 2015	Foreign body sensation|Ocular Redness|Corneal Sensitivity	https://ClinicalTrials.gov/show/NCT02558218
106	NCT02529488	Investigation of AcrySof® IQ PanOptix™ Presbyopia-Correcting Intraocular Lens (IOL) Model TFNT00	Recruiting	No Results Available	Cataract	Device: AcrySof® IQ PanOptix™ Presbyopia-Correcting IOL	Alcon Research	Both	Adult|Senior		156	Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	ILH297-P002	August 19, 2015	September 2015	March 2017	September 15, 2015	September 2015	No Study Results Posted	null	March 2017	Mean Binocular Defocus Visual Acuity (VA)	https://ClinicalTrials.gov/show/NCT02529488
107	NCT02513134	Intraocular Lens Power Calculation Using Pre- and Intra-operative Measurements	Completed	No Results Available	Cataract		Prim. Prof. Dr. Oliver Findl, MBA|Vienna Institute for Research in Ocular Surgery	Both	Adult|Senior		75	Other	Observational	Time Perspective: Prospective	OC3	June 2, 2014	June 2014	January 2015	July 28, 2015	July 2015	No Study Results Posted	null	January 2015	spherical equivalent in diopters between groups|Anterior chamber depth changes in mm between intra-operative OCT measurements and 1h post-operative ACD measurements|Influence of the lens thickness on IOL power calculation|Influence of post-operative tilt in degrees and decentration in mm on IOL power calculation	https://ClinicalTrials.gov/show/NCT02513134
108	NCT02466256	Intra and Postoperative Outcomes With 3 Injectors	Completed	No Results Available	Cataract	Procedure: Intraocular lens implantation|Device: Autosert Injector|Device: Royale Injector|Device: Monarch III Injector	Iladevi Cataract and IOL Research Center	Both	Adult|Senior		120	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	2014-005	June 2, 2015	December 2013	June 2014	June 8, 2015	June 2015	No Study Results Posted	null	June 2014	Incision enlargement in mm|Trypan Blue ingress into the anterior chamber in log units|Incision morphology - qualitative	https://ClinicalTrials.gov/show/NCT02466256
109	NCT02426385	Comparison of Viusal Outcomes After Implantation of the POD 26% FineVision Toric (PhysIOL) and POD 26% Toric (PhysIOL)	Recruiting	No Results Available	Cataract	Device: FineVision Toric	Physiol	Both	Adult|Senior		24	Industry	Observational	Observational Model: Case Control|Time Perspective: Prospective	TaneriPODAYFT/PODAYT	April 21, 2015	April 2015	April 2016	April 21, 2015	April 2015	No Study Results Posted	null	October 2015	The visual acuity at near of the POD 26% FINEVISION TORIC with respect to the POD 26% TORIC is improved of at least LogMAR 0.2.|The secondary objective is to measure far and intermediate visual acuity, the refraction, centration, rotational stability and to determine the amount of photic phenomena for both IOLs: POD 26% FINEVISION TORIC and POD 26% TORIC.	https://ClinicalTrials.gov/show/NCT02426385
110	NCT02424162	Comparative Study of Two Multifocal Intraocular Lens With Different Add Power	Recruiting	No Results Available	Cataract	Device: +2.75 diopters multifocal intraocular lens|Device: +3.25 diopters multifocal intraocular lens	Yonsei University	Both	Adult|Senior		60	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	4-2014-0837	April 17, 2015	November 2014	May 2015	April 21, 2015	April 2015	No Study Results Posted	null	May 2015	Visual Acuity|Contrast sensitivity measured by the Functional Acuity Contrast Test (FACT) of the Optec 6500 view-in test system|internal aberration measured by the ray-tracing aberrometer	https://ClinicalTrials.gov/show/NCT02424162
111	NCT02409771	Clinical Trial With PRECIZON Presbyopic	Not yet recruiting	No Results Available	Cataract|Presbyopia	Device: PRECIZON Presbyopic	Ophtec BV	Both	Adult|Senior		60	Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	AP01000538	March 12, 2015	June 2015	February 2016	June 5, 2015	June 2015	No Study Results Posted	null	February 2016	Improvement in monocular and binocular uncorrected and corrected near visual acuity|Improvement in monocular and binocular uncorrected and corrected intermediate visual acuity|Improvement in monocular and binocular uncorrected and corrected distance visual acuity|Photopic contrast sensitivity as measured by a contrast sensitivity chart|Mesopic contrast sensitivity as measured by a contrast sensitivity chart|Stability of manifest refraction (MRSE) as measured by a mean change in MRSE between visits as determined by a paired analysis|Spectacle dependency|Defocus curve|Rates of adverse events and complications|Patient satisfaction as measured by a patient satisfaction questionnaire|Quality of vision as measured by the Quality of Vision (QoV) questionnaire	https://ClinicalTrials.gov/show/NCT02409771
112	NCT02394379	Post Approval Study to Evaluate the Trulign™ Toric Posterior Chamber IOL	Not yet recruiting	No Results Available	Cataract	Device: Trulign™ Toric IOL	Bausch & Lomb Incorporated|Valeant Pharmaceuticals International, Inc.	Both	Child|Adult|Senior	Phase 4	600	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	858	March 9, 2015	March 2015	June 2021	March 16, 2015	March 2015	No Study Results Posted	null	March 2021	Incidence of clinically significant IOL vaulting	https://ClinicalTrials.gov/show/NCT02394379
113	NCT02393313	Rayner Toric IOL Rotational Stability	Not yet recruiting	No Results Available	Cataract|Corneal Astigmatism	Procedure: Cataract surgery|Device: Rayner T-flex Toric IOLs	Tel-Aviv Sourasky Medical Center|Rayner Intraocular Lenses Limited	Both	Adult|Senior		50	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	0670-14-TLV	December 8, 2014	April 2015	December 2018	March 18, 2015	March 2015	No Study Results Posted	Rayner-toric	December 2017	IOL off-axis rotation|Uncorrected distance visual acuity|Corrected distance visual acuity|Subjective refraction	https://ClinicalTrials.gov/show/NCT02393313
114	NCT02390245	Improving Glaucoma Detection and Management	Enrolling by invitation	No Results Available	Glaucoma|Glaucoma Suspect|Diabetic Retinopathy|Ocular Hypertension|Cataract|Branch Retinal Vein Occlusion|Branch Retinal Arterial Occlusion|Central Retinal Vein Occlusion|Central Retinal Artery Occlusion|Epi-retinal Membrane|Macular Degeneration|Drusen|Loss of Vision	Other: Use of patient navigation and social worker	Wills Eye|Centers for Disease Control and Prevention|Westat|Public Health Management Corporation|Philadelphia Department of Public Health (PDPH)|The Health Federation of Philadelphia|Crozer-Keystone Health System|Temple Physicians Inc.	Both	Adult|Senior		300	Other|U.S. Fed	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single Blind (Subject)	14-441	March 11, 2015	March 2015	December 2019	March 11, 2015	March 2015	No Study Results Posted	null	June 2016	To estimate the positive predictive value (PPV) of the teleophthalmology intervention for diagnosing of glaucoma|Attendance at recommended follow-up visits (Visit 4 and later)	https://ClinicalTrials.gov/show/NCT02390245
115	NCT02378636	Clinical Investigation of the Modified Rayner Monofocal Aspheric 600C (With Axis Marks) Intraocular Lens	Not yet recruiting	No Results Available	Cataract	Device: 600S	Rayner Intraocular Lenses Limited|Visioncare Research Limited	Both	Adult|Senior	Phase 4	125	Industry|Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	600C-EU-401|CFLX-2501	February 19, 2015	June 2015	August 2017	June 11, 2015	June 2015	No Study Results Posted	null	January 2016	Best Corrected Distance Visual Acuity (BCDVA)|Rotational Stability	https://ClinicalTrials.gov/show/NCT02378636
116	NCT02362334	IOL Power Calculation Using Dual Schiempflug Analyzer	Recruiting	No Results Available	Cataract		Chuncheon Sacred Heart Hospital	Both	Adult|Senior		140	Other	Observational	Time Perspective: Prospective	ChuncheonSHH	February 9, 2015	October 2014	February 2015	February 15, 2015	October 2014	No Study Results Posted	null	February 2015	Ocular parameters|Calculated IOL powers	https://ClinicalTrials.gov/show/NCT02362334
117	NCT02338882	Clinical Investigation of the Bi Flex M Multifocal IOL	Not yet recruiting	No Results Available	Cataract	Device: Bi flex M multifocal intraocular lens|Device: Bi flex 1.8 monofocal intraocular lens	Dr Phillip J Buckhurst|BMI Southend Hospital|University of Plymouth	Both	Adult|Senior	Phase 4	100	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	MC001	January 7, 2015	January 2015	January 2017	January 13, 2015	January 2015	No Study Results Posted	null	January 2017	Long term Visual Acuity|Defocus curve profiles|Long term defocus curve profiles|Contrast sensitivity|Long term Contrast sensitivity|Reading performance|Long term Reading performance|Glare|Long term Glare|Decentration of intraocular lens|Long term Decentration of intraocular lens|Visual Acuity	https://ClinicalTrials.gov/show/NCT02338882
118	NCT02270879	Multi-formula Optimization of Second Eye Refinement According to Direction of the Prediction Error of the First Eye	Completed	No Results Available	Cataract	Procedure: Phacoemulsification cataract surgery	Centro Hospitalar do Baixo Vouga	Both	Adult|Senior		156	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	CHBaixoVouga	October 18, 2014	June 2014	July 2014	October 18, 2014	October 2014	No Study Results Posted	null	July 2014	Second eye mean absolute error (mean of the absolute value of the prediction error)|Percentage of second eyes with a post-operative refraction within ±0.50 D and ±1.00 D of the targeted refraction	https://ClinicalTrials.gov/show/NCT02270879
119	NCT02264457	A Intra-patient Comparison of Closed Loop and Plate Haptic Toric Intraocular Lenses	Not yet recruiting	No Results Available	Cataract	Device: T-flex Aspheric Toric IOL|Device: AT TORBI toric IOL	University of Plymouth|BMI Southend Hospital	Both	Adult|Senior	Phase 4	30	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	IISR-2014-003	October 8, 2014	November 2014	October 2016	October 14, 2014	October 2014	No Study Results Posted	null	January 2016	Best-corrected visual acuity|Manifest refraction|Rotational stability|IOL centration|Prevalence of posterior capsular Opacification	https://ClinicalTrials.gov/show/NCT02264457
120	NCT02238002	Assessment Of Anterior Chamber Configuration Changes After Phacoemulsification	Recruiting	No Results Available	Cataract|Shallow Anterior Chamber|Narrow Angle	Procedure: cataract surgery	Zheng Qian|Wenzhou Medical University	Both	Adult|Senior		64	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	WZMC2013QQFYJ	August 28, 2014	December 2013	March 2015	September 11, 2014	September 2014	No Study Results Posted	AOACCCAP	May 2014	anterior chamber angle parameters increased	https://ClinicalTrials.gov/show/NCT02238002
121	NCT02208232	Observation of Rotation of an Intraocular Lens	Completed	No Results Available	Cataract	Procedure: cataract surgery	Medical University of Vienna	Both	Adult|Senior		100	Other	Observational		EK Nr: 1267/2012	March 27, 2014	June 2012	December 2012	August 1, 2014	August 2014	No Study Results Posted	null	December 2012	IOL rotation	https://ClinicalTrials.gov/show/NCT02208232
122	NCT02203747	Patient Perception of Visual Distortions	Completed	No Results Available	Cataract|Astigmatism	Other: Administration of patient self-assessment	Abbott Medical Optics	Both	Adult|Senior		80	Industry	Observational	Observational Model: Case Control|Time Perspective: Prospective	TIOL-201-VPAS	July 10, 2014	August 2014	January 2015	January 16, 2015	July 2014	No Study Results Posted	null	October 2014	Rate of reported visual distortion symptoms	https://ClinicalTrials.gov/show/NCT02203747
