Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
72	NCT02117687	A Safety and Efficacy Study of OPTIVE FUSION™ With VISMED® Multi for the Management of Dry Eye	Completed	No Results Available	Dry Eye Syndromes|Keratoconjunctivitis Sicca	Drug: carboxymethylcellulose 0.5%/glycerin 0.9%|Drug: sodium hyaluronate 0.18%	Allergan	Both	Adult|Senior	Phase 4	80	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	MAF-AGN-OPH-DE-016	April 16, 2014	April 2014	March 2015	April 9, 2015	April 2015	No Study Results Posted	null	January 2015	Change from Baseline in Global Ocular Staining Score|Change from Baseline in Ocular Surface Disease Index© (OSDI) Score	https://ClinicalTrials.gov/show/NCT02117687
73	NCT01833117	Efficacy and Safety Study of FID 119515A	Completed	Has Results	Dry Eye	Other: FID 119515A|Other: Blink® Tears	Alcon Research	Both	Adult|Senior		75	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	C-12-021	April 12, 2013	May 2013	June 2013	June 27, 2014	June 2014	May 29, 2014	null	June 2013	Mean Change From Baseline in Tear Break-up Time (TBUT) at 60 Minutes|Area Under Curve (AUC) of TBUT From 0 to 60 Minutes	https://ClinicalTrials.gov/show/NCT01833117
74	NCT02028312	A Phase IV, Randomized, Parallel Group, Investigator-Masked Evaluation of the Effect of Loteprednol Etabonate Ophthalmic Gel 0.5% on the Initiation of Dry Eye Treatment With Restasis®	Withdrawn	No Results Available	Dry Eye Disease	Drug: Loteprednol etabonate|Drug: Artificial Tears|Drug: Restasis	Edward Holland, MD|Holprovision	Both	Adult|Senior	Phase 4	0	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	CEI.HER-002	January 3, 2014	January 2014	June 2016	March 17, 2015	March 2015	No Study Results Posted	null	February 2016	Fluorescein corneal staining scores|Lissamine green conjunctival staining	https://ClinicalTrials.gov/show/NCT02028312
75	NCT02199964	The Effects of Cyclosporin A in a Low Humidity Environment, on the Ocular Surface	Recruiting	No Results Available	Dry Eye	Drug: Cyclosporin 0.05% emulsion|Drug: Endura, Refresh artificial tears	Baylor College of Medicine|Allergan	Both	Adult|Senior		30	Other|Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Double Blind (Subject, Investigator)	H-33276	July 16, 2014	March 2014	June 2015	January 26, 2015	January 2015	No Study Results Posted	CsA	May 2015	Corneal fluorescein staining|eye irritation symptoms	https://ClinicalTrials.gov/show/NCT02199964
76	NCT02503189	A Phase III Study of KCT-0809 in Dry Eye Patients With Sjögren's Syndrome	Recruiting	No Results Available	Dry Eye With Sjögren's Syndrome	Drug: KCT-0809 ophthalmic solution|Drug: Placebo	Kissei Pharmaceutical Co., Ltd.	Both	Adult|Senior	Phase 3	null	Industry	Interventional		KCT1301	July 17, 2015	null	null	July 17, 2015	July 2015	No Study Results Posted	null	June 2017	Score of the corneal staining|Score of the conjunctival staining	https://ClinicalTrials.gov/show/NCT02503189
77	NCT02503163	A Long-term Study of KCT-0809 in Dry Eye Patients With Sjögren's Syndrome	Recruiting	No Results Available	Dry Eye With Sjögren's Syndrome	Drug: KCT-0809 ophthalmic solution	Kissei Pharmaceutical Co., Ltd.	Both	Adult|Senior	Phase 3	null	Industry	Interventional		KCT1303	July 17, 2015	null	null	July 17, 2015	July 2015	No Study Results Posted	null	April 2018	Incidences of adverse events|Score of the corneal staining	https://ClinicalTrials.gov/show/NCT02503163
78	NCT02503176	An Extension Study of KCT-0809 in Dry Eye Patients With Sjögren's Syndrome	Recruiting	No Results Available	Dry Eye With Sjögren's Syndrome	Drug: KCT-0809 ophthalmic solution	Kissei Pharmaceutical Co., Ltd.	Both	Adult|Senior	Phase 3	null	Industry	Interventional		KCT1302	July 17, 2015	null	null	July 17, 2015	July 2015	No Study Results Posted	null	April 2018	Incidences of adverse events|Score of the corneal staining	https://ClinicalTrials.gov/show/NCT02503176
79	NCT02526290	Six Month Study to Evaluate the Safety and Effectiveness of the Intranasal Lacrimal Neurostimulator	Recruiting	No Results Available	Dry Eye Syndromes|Keratoconjunctivitis Sicca	Device: Intranasal Lacrimal Neurostimulator (Oculeve)	Oculeve, Inc.	Both	Adult|Senior		100	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Supportive Care|Masking: Open Label	OCUN-010	August 14, 2015	August 2015	May 2016	September 2, 2015	September 2015	No Study Results Posted	null	May 2016	Stimulated acute tear production|Corrected distance visual acuity|Slit lamp biomicroscopy	https://ClinicalTrials.gov/show/NCT02526290
80	NCT01817582	Lotemax® Gel 0.5% and Restasis 0.05% in Subjects With Mild or Moderate Keratoconjunctivitis Sicca	Completed	No Results Available	Keratoconjunctivitis Sicca	Drug: Lotemax Gel + Restasis|Drug: Lotemax Gel|Drug: Restasis	Bausch & Lomb Incorporated	Both	Adult|Senior	Phase 2	102	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	813	March 21, 2013	May 2013	March 2014	August 20, 2014	August 2014	No Study Results Posted	null	March 2014	Corneal fluorescein staining|Ocular Surface Disease Index|Worst Symptom Selection and Scoring|Ocular Comfort|Tear Osmolarity|Tear film break-up time (TFBUT)|Fluorescein Staining|Lissamine green (LG) stain|Dry eye signs and symptoms|Eye Redness|Anesthetized Schirmer's Test|Global Improvement in Dry Eye	https://ClinicalTrials.gov/show/NCT01817582
81	NCT02072122	Estrogen and the Outer Eye in Women During Fertility Treatment	Not yet recruiting	No Results Available	Dry Eye Syndromes		Meir Medical Center	Female	Adult		30	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	EOEDFT-2	February 24, 2014	March 2014	July 2014	February 25, 2014	February 2014	No Study Results Posted	null	June 2014	Evidence of clinically definite dry eye confirmed by Schirmer test and tear break up time test|Evidence of clinically definite dry eye confirmed by Schirmer test and tear break up time test during each on of the meetings #1,#2 (day 0, day 10)	https://ClinicalTrials.gov/show/NCT02072122
82	NCT02424266	Three Dimension Tomography of Eye Structures by White Light Imaging Device	Not yet recruiting	No Results Available	Healthy Subjects|Moderate to Severe Keratoconjunctivitis Sicca (KCS)|Dry Eye Syndrome (DES)	Device: None invasive imaging of the tear film (AdOM)	Meir Medical Center	Both	Adult|Senior		60	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	MMC-0166-13	April 1, 2015	April 2015	June 2016	April 22, 2015	April 2015	No Study Results Posted	3D-WLT	December 2015	Safety (Ocular symptoms)|Imaging capabilities (field of view, resolution)|Tear film measurements (lipid layer thickness, aqueous layer thickness)	https://ClinicalTrials.gov/show/NCT02424266
83	NCT01854905	An Observational Study of Dry Eye Prior to Laser-Assisted in Situ Keratomileusis (LASIK) Therapy	Completed	Has Results	Dry Eye Syndromes	Other: No Treatment	Allergan	Both	Adult|Senior		400	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	MAF-AGN-OPH-DE-015	May 14, 2013	May 2013	September 2013	January 28, 2014	January 2014	January 28, 2014	null	September 2013	Percentage of Patients in Each Category of the Dry Eye Workshop Severity (DEWS) Scale	https://ClinicalTrials.gov/show/NCT01854905
84	NCT02028754	A Study of Sodium Carboxymethylcellulose for Post Cataract Surgery Dry Eye Symptoms	Completed	Has Results	Dry Eye Syndromes|Cataract	Drug: Sodium Carboxymethylcellulose|Drug: Levofloxacin|Drug: Prednisolone	Allergan	Both	Adult|Senior	Phase 4	180	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	CN-CMC-1101	January 6, 2014	July 2011	May 2013	March 19, 2014	March 2014	March 19, 2014	RLOTUS	May 2013	Tear Break-Up Time (TBUT) in the Study Eye|Fluorescein Staining Score in the Study Eye|Lissamine Green Staining Score in the Study Eye|Results of Schirmer I Test With Anesthetics in the Study Eye|Ocular Surface Disease Index (OSDI) Questionnaire Score in the Study Eye|Subjective Symptom Total Score in the Study Eye	https://ClinicalTrials.gov/show/NCT02028754
85	NCT02280473	A Safety and Efficacy Study of a New Eye Drop Formulation in Patients With Dry Eye Disease	Completed	No Results Available	Dry Eye Syndromes	Drug: Carboxymethylcellulose Sodium Based Eye Drop|Drug: Carboxymethylcellulose Sodium 1.0%	Allergan	Both	Adult|Senior	Phase 3	188	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	11193X-001	October 29, 2014	October 2014	March 2015	May 4, 2015	May 2015	No Study Results Posted	null	March 2015	Change from Baseline in the Ocular Surface Disease Index© (OSDI©) Score on a 5-Point Scale|Change from Baseline in Tear Break-up Time (TBUT)|Change from Baseline in Corneal Staining on a 6-Point Scale|Change from Baseline in Conjunctival Staining on a 6-Point Scale|Change from Baseline in the Schirmer Test	https://ClinicalTrials.gov/show/NCT02280473
86	NCT02553772	A Safety and Efficacy Study of a New Eye Drop Formulation in Patients With Dry Eye Disease.	Not yet recruiting	No Results Available	Dry Eye Syndromes	Drug: Carboxymethylcellulose Based Eye Drop|Drug: Carboxymethylcellulose Sodium 0.5%	Allergan	Both	Adult|Senior	Phase 3	242	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	11182X-001	September 16, 2015	November 2015	June 2016	September 16, 2015	September 2015	No Study Results Posted	null	June 2016	Change from Baseline in the Ocular Surface Disease Index© (OSDI©) Score on a 5-Point Scale|Change from Baseline in Tear Break-up Time (TBUT)|Change from Baseline in Corneal Staining on a 6-Point Scale|Change from Baseline in Conjunctival Staining on a 6-Point Scale|Change from Baseline in the Schirmer Test	https://ClinicalTrials.gov/show/NCT02553772
87	NCT01882413	A Study to Determine the Prevalence of Inflammatory Dry Eye Disease in Patients Prior to Cataract Removal	Completed	No Results Available	Dry Eye Syndromes	Other: No intervention	Allergan	Both	Adult|Senior		204	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	GMA-RES-012-001	June 18, 2013	June 2013	March 2014	April 15, 2014	April 2014	No Study Results Posted	REVEAL	March 2014	Percentage of Patients with a Presence of Matrix Metalloproteinase-9 (MMP-9) in the Study Eye|Subject Evaluation of Symptoms of Dryness on a 5-Point Scale|Ocular Surface Disease Index© (OSDI©) Questionnaire Score|Tear Film Break-up Time (TFBUT)|Corneal Staining on a 6-Point Scale|Conjunctival Staining on a 6-Point Scale|Tear Wetting Using Schirmer's test|Artificial Tear Use|History of Punctal Plug Use	https://ClinicalTrials.gov/show/NCT01882413
88	NCT02013791	Phase 2 Study of a New Ophthalmic Formulation of Cyclosporine (Restasis® X) in Patients With Dry Eye Disease	Recruiting	No Results Available	Dry Eye Syndromes	Drug: Placebo|Other: Sham|Drug: Cyclosporine New Ophthalmic Formulation	Allergan	Both	Adult|Senior	Phase 2	138	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	192371-024	December 12, 2013	April 2014	July 2017	October 7, 2015	October 2015	No Study Results Posted	null	July 2017	Corneal Staining Score Using a 6-Point Scale	https://ClinicalTrials.gov/show/NCT02013791
89	NCT02420730	Safety, Tolerability and Systemic Pharmacokinetics of AGN-232411 in Healthy Participants and Participants With Dry Eye	Recruiting	No Results Available	Healthy Volunteers|Dry Eye Syndromes	Drug: AGN-232411|Drug: AGN-232411 Vehicle	Allergan	Both	Adult|Senior	Phase 1	72	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	232411-001	April 15, 2015	June 2015	June 2016	August 5, 2015	August 2015	No Study Results Posted	null	June 2016	Percentage of Participants with Treatment Emergent Adverse Events (TEAEs)	https://ClinicalTrials.gov/show/NCT02420730
90	NCT02435914	Safety, Efficacy, Tolerability and Pharmacokinetics of AGN-223575 Ophthalmic Suspension in Patients With Dry Eye Disease	Recruiting	No Results Available	Dry Eye Syndromes	Drug: AGN-223575 ophthalmic solution|Drug: AGN-223575 vehicle ophthalmic solution	Allergan	Both	Adult|Senior	Phase 2	168	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	223575-002	May 1, 2015	June 2015	December 2016	July 27, 2015	July 2015	No Study Results Posted	null	November 2016	Change from Baseline in Conjunctival Redness Score Using a 5-Point Scale|Change from Baseline in Ocular Surface Disease Index (OSDI) Score Using a 5-Point Scale|Change from Baseline in Corneal Staining Score Using a 6-Point Scale|Complete Redness Response (Yes/No) in the Study Eye	https://ClinicalTrials.gov/show/NCT02435914
91	NCT02455050	A Study to Compare a New Eye Drop Formulation With Systane® Gel Drops and Genteal® Lubricant Gel Drops for Moderate to Severe Dry Eye Relief	Recruiting	No Results Available	Dry Eye Syndromes	Drug: Carboxymethylcellulose Sodium Based Eye Drops|Drug: Systane® Gel Drops|Drug: Genteal® Lubricant Gel Drops	Allergan	Both	Adult|Senior	Phase 3	84	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	11193X-002	January 22, 2015	December 2014	November 2015	September 28, 2015	September 2015	No Study Results Posted	null	November 2015	Tolerability Survey Score Using a 100 Unit Visual Analog Scale (VAS)|Ocular Surface Disease Index© (OSDI©) Score Using a 5-Point Scale|Acceptability Survey Score Using a 5-Point Scale|Subjective Evaluation of Symptoms of Dryness (SESoD) Score Using a 5-Point Scale|End of Study Survey: Assessing Comfort, Blur, and Relief of Symptoms|Distance Visual Acuity|Tear Break-Up Time with Fluorescein|Eye Drop Experience Survey Score: Assessing Vision, Comfort, and Relief of Symptoms	https://ClinicalTrials.gov/show/NCT02455050
92	NCT02385292	Multicenter Trial Evaluating Quality of Tears Produced by Nasal Neurostimulation	Recruiting	No Results Available	Dry Eye Syndromes	Device: Oculeve Intranasal Lacrimal Neurostimulator	Oculeve, Inc.	Both	Adult|Senior		35	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Primary Purpose: Basic Science|Masking: Double Blind (Subject, Outcomes Assessor)	OCUN-003	March 2, 2015	May 2015	February 2016	October 13, 2015	October 2015	No Study Results Posted	null	December 2015	Fluorescein tear clearance with application	https://ClinicalTrials.gov/show/NCT02385292
93	NCT02298881	Ocular Surface Microbiome	Recruiting	No Results Available	Dry Eye Syndromes		University of Washington|National Institutes of Health (NIH)|National Eye Institute (NEI)	Both	Adult|Senior		80	Other|NIH	Observational	Observational Model: Case Control|Time Perspective: Prospective	43018-B|1R01EY022038-01A1	November 18, 2014	July 2013	June 2017	November 19, 2014	November 2014	No Study Results Posted	null	June 2017	To catalog the bacteria and other micro-organisms that are naturally found on the eye surface.	https://ClinicalTrials.gov/show/NCT02298881
94	NCT01863368	Clinical Evaluation of Systane® ULTRA Compared to OPTIVE® in Ocular Surface Staining	Completed	Has Results	Dry Eye Syndrome	Other: Preservative-free saline solution eyedrops|Other: Systane® ULTRA lubricant eyedrops|Other: OPTIVE® lubricating eyedrops	Alcon Research	Both	Adult|Senior		105	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	M-12-040	May 23, 2013	September 2013	June 2014	July 9, 2015	July 2015	June 17, 2015	null	June 2014	Mean Change From Baseline in Total Ocular Surface Staining (TOSS) Score at Day 35 (Phase I)|Mean Ocular Surface Disease Index (OSDI) Score at Day 35 (Phase I)|Mean Impact of Dry Eye on Everyday Life (IDEEL) Treatment Effectiveness Score at Day 35 (Phase I)|Mean Impact of Dry Eye on Everyday Life (IDEEL) Treatment Inconvenience Score at Day 35 (Phase I)	https://ClinicalTrials.gov/show/NCT01863368
95	NCT02031172	Effects of Sustained Reading on the Ocular Surface	Recruiting	No Results Available	Dry Eye Syndromes|Sjogren's Syndrome		University of Rochester	Both	Adult|Senior		40	Other	Observational	Observational Model: Case Control|Time Perspective: Cross-Sectional	00048640	December 2, 2013	March 2014	January 2017	April 27, 2015	April 2015	No Study Results Posted	null	April 2016	To see if changes in visual reading function correlate with changes in optical and retinal image quality, secondary to changes in tear film dynamics|To determine whether corneal sensation and corneal nerve morphology correlate with sustained reading function	https://ClinicalTrials.gov/show/NCT02031172
96	NCT01900249	To Assess the Safety and Efficacy of R932348 Ophthalmic Solutions in Patients With Keratoconjunctivitis Sicca	Completed	No Results Available	Keratoconjunctivitis Sicca	Drug: R348 Ophthalmic Solution, 0.2%|Drug: R348 Ophthalmic Solution, 0.5%|Drug: Placebo	Rigel Pharmaceuticals	Both	Adult|Senior	Phase 2	206	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	C-932348-003	July 11, 2013	July 2013	July 2014	July 11, 2014	July 2014	No Study Results Posted	DROPS	July 2014	Change of inferior corneal fluorescein staining score.	https://ClinicalTrials.gov/show/NCT01900249
97	NCT02161341	Ocular Surface Microbiome in Dry Eye Patients	Recruiting	No Results Available	Dry Eye		Singapore National Eye Centre	Both	Adult|Senior		90	Other	Observational	Observational Model: Case Control|Time Perspective: Cross-Sectional	R1146/48/2014|2014/520/A	June 9, 2014	June 2014	July 2015	May 18, 2015	June 2014	No Study Results Posted	null	July 2015	bacterial microbiome|Gene expression|Clinical characteristic	https://ClinicalTrials.gov/show/NCT02161341
98	NCT02066051	IPL and Meibomian Gland Expression to Treat Ocular Rosacea Ocular GVHD	Completed	No Results Available	GVHD|Ocular Rosacea|Dry Eye Syndrome	Device: IPL	Mayo Clinic	Both	Adult|Senior		8	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	13-003814	February 13, 2014	October 2013	November 2014	May 27, 2015	May 2015	No Study Results Posted	null	November 2014	Number of participants who respond to IPL|Number of participants who experience adverse events	https://ClinicalTrials.gov/show/NCT02066051
99	NCT02455999	Dose-finding Study to Assess the Safety and Effect of SYL1001 in Patients With Ocular Pain	Recruiting	No Results Available	Ocular Pain|Dry Eye Syndrome	Drug: SYL1001|Drug: SYL1001|Drug: Placebo	Sylentis, S.A.	Both	Adult|Senior	Phase 2	60	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	SYL1001_III	May 20, 2015	June 2015	null	August 5, 2015	August 2015	No Study Results Posted	null	March 2016	Change from the baseline scoring of eye pain on the Visual Analogue Scale (VAS)|Change from the baseline scoring of ocular discomfort in the Ocular Surface Disease Index (OSDI)|Change from the baseline scoring after fluorescein staining of the cornea|Frequency of occurrence of conjunctival hyperaemia|Change from baseline in vital signs|Change from baseline in standard laboratory parameters|Assessment of Adverse Events (AEs) as a measure of SYL1001 safety|Change from baseline in standard ocular parameters	https://ClinicalTrials.gov/show/NCT02455999
100	NCT01970917	Effect of Olixia Pure® Eye Drops on Tear Film Thickness in Healthy Subjects	Completed	No Results Available	Dry Eye Syndrome|Healthy	Device: Olixia pure eye drops|Device: Placebo	Medical University of Vienna	Both	Adult|Senior	Phase 4	16	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Basic Science|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	OPHT-190313	July 11, 2013	October 2013	November 2013	November 26, 2013	November 2013	No Study Results Posted	null	November 2013	Tear film thickness	https://ClinicalTrials.gov/show/NCT01970917
101	NCT02356341	NovaTears® Eye Drops Observational Study NT-002	Recruiting	No Results Available	Dry Eye Syndromes	Device: NovaTears® Eye Drops	Novaliq GmbH	Both	Adult|Senior		90	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	NT-002	January 21, 2015	January 2015	December 2015	August 19, 2015	August 2015	No Study Results Posted	null	December 2015	Subjective symptom severity|Tear-Film Break-up Time	https://ClinicalTrials.gov/show/NCT02356341
102	NCT02356328	NovaTears® Eye Drops Observational Study NT-003	Recruiting	No Results Available	Dry Eye Syndromes	Device: NovaTears® Eye Drops	Novaliq GmbH	Both	Adult|Senior		30	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	NT-003	January 21, 2015	January 2015	December 2015	August 19, 2015	August 2015	No Study Results Posted	null	December 2015	Subjective symptom severity|Tear-Film Break-up Time	https://ClinicalTrials.gov/show/NCT02356328
103	NCT02315079	Point of Care Testing of Inflammatory Markers in Tears	Recruiting	No Results Available	Dry Eye Syndrome	Other: Eye inflammation|Other: Without eye inflammation	University of Florida	Both	Adult|Senior		300	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	IRB201400775	December 9, 2014	January 2015	January 2017	August 3, 2015	August 2015	No Study Results Posted	null	January 2017	Measurement of matrix metalloproteinase-9 in tears	https://ClinicalTrials.gov/show/NCT02315079
104	NCT02100787	Changes in Tear Osmolarity Over Time With Sustained Use of TheraTears	Not yet recruiting	No Results Available	Dry Eye Syndrome	Other: TheraTears lubricating drops	Jenkins Eye Care|Advanced Vision Research	Both	Adult|Senior		35	Other|Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	AVR_PM_102_13	March 27, 2014	April 2014	July 2015	March 27, 2014	March 2014	No Study Results Posted	BENTLEY	April 2015	Change in tear osmolarity|Change in the Ocular Surface Disease Index (OSDI) score|Change in visual acuity|Change in Tear Break Up Time|Change in Phenol Red Thread test|Change in corneal and conjunctival staining	https://ClinicalTrials.gov/show/NCT02100787
105	NCT01808560	Treatment of Meibomian Gland Dysfunction Prior to Cataract Surgery	Completed	No Results Available	Blepharitis|Dry Eye Syndrome	Device: LipiFlow Pre-Treatment|Device: LipiFlow Post-treatment	TearScience, Inc.	Both	Adult|Senior		34	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Open Label	LF005	March 7, 2013	March 2013	January 2015	February 4, 2015	February 2015	No Study Results Posted	null	January 2015	Mean change in total meibomian gland score|Mean change in Ocular Surface Disease Index (OSDI) questionnaire score	https://ClinicalTrials.gov/show/NCT01808560
106	NCT02554981	Evaluation of Maintaining Visual Performance in Participants Who Engage in Electronic Visual Tasking While Using Restasis®	Recruiting	No Results Available	Dry Eye Syndromes	Drug: Cyclosporine 0.05% Ophthalmic Emulsion	Allergan	Both	Adult	Phase 4	50	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	MA-RES-015-001	September 17, 2015	July 2015	July 2016	September 17, 2015	September 2015	No Study Results Posted	EMPOWER	July 2016	Visual Function|Ocular Surface Staining Score|Ocular Protection Index|Diurnal Blink Rate|Ocular Symptoms Questionnaire Score	https://ClinicalTrials.gov/show/NCT02554981
107	NCT02121847	Investigation of Maintaining Visual Performance Achieved With Cyclosporine Therapy	Completed	No Results Available	Dry Eye Syndromes	Drug: cyclosporine 0.05% ophthalmic emulsion|Drug: carboxymethylcellulose-based lubricant eye drops	Allergan	Both	Adult|Senior	Phase 4	40	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	GMA-RES-014-001	April 22, 2014	April 2014	September 2014	March 16, 2015	March 2015	No Study Results Posted	IMPACT	September 2014	Visual Function Reading Speed|Tear Film Break-up Time (TFBUT)|Ocular Protection Index|Conjunctival Redness Score|Ocular Surface Staining Score|Blink Rate|Ocular Symptoms Questionnaire Score	https://ClinicalTrials.gov/show/NCT02121847
108	NCT01840787	A Pilot Study on the Use of a Sensory Panel to Assess Comfort Between Three Different Contact Lenses	Completed	No Results Available	Dry Eye Syndromes	Device: balafilcon A (8.6)|Device: balafilcon A (8.3)|Device: senofilcon A	University of Waterloo|Alcon Research	Both	Child|Adult|Senior		63	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: Single Blind (Subject)	P/433/12/IIS-L	April 19, 2013	April 2013	January 2014	July 9, 2014	July 2014	No Study Results Posted	NAISMITH	January 2014	Change in eye comfort ratings	https://ClinicalTrials.gov/show/NCT01840787
109	NCT02470429	Evaluation of Clinical Outcomes After the Use of SYSTANE® HYDRATION	Recruiting	No Results Available	Dry Eye	Device: SYSTANE HYDRATION lubricant eye drops|Device: Hyabak 0.15% eye drops|Drug: 0.9% saline eye drops	Alcon Research	Both	Adult|Senior		100	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	EXK947-P001	June 10, 2015	July 2015	August 2016	July 20, 2015	July 2015	No Study Results Posted	null	August 2016	Change from Baseline in Total Ocular Surface Staining (TOSS) Score at Day 42|Change from Baseline in IDEEL Treatment Satisfaction Scores (effectiveness and inconvenience) at Day 42|Change from Baseline in Tear Film Break-up Time (TFBUT) at Day 42	https://ClinicalTrials.gov/show/NCT02470429
110	NCT02123147	Examining the Immunological Process of Autoimmune Patients	Recruiting	No Results Available	Sjogren's Syndrome|Autoimmune Diseases|Dry Eyes|Dry Mouth		University of Florida	Both	Child|Adult		200	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	IRB201400079	April 16, 2014	July 2014	July 2017	June 9, 2015	June 2015	No Study Results Posted	null	July 2017	Receptor gene rearrangement.|Receptor gene rearrangement	https://ClinicalTrials.gov/show/NCT02123147
111	NCT02148497	Multi-Colored Placido Disk Viability	Active, not recruiting	No Results Available	Dry Eye|Sjogren's Disease|Healthy	Procedure: Multi-colored Placido disk imaging	University of Rochester	Both	Adult|Senior		20	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Diagnostic|Masking: Open Label	51771	April 15, 2014	May 2014	September 2016	September 18, 2015	September 2015	No Study Results Posted	null	September 2016	Tear film break-up time	https://ClinicalTrials.gov/show/NCT02148497
112	NCT02217137	Tear Proteins, Conjunctival Cells and Imaging Eyes in Rheumatoid Arthritis and Systemic Lupus Erythematosus Patients	Recruiting	No Results Available	Dry Eye		Singapore National Eye Centre	Both	Adult|Senior		80	Other	Observational	Observational Model: Case Control|Time Perspective: Cross-Sectional	R1108/10/2014|2014/269/A	June 9, 2014	June 2014	July 2015	May 18, 2015	June 2014	No Study Results Posted	null	July 2015	Profile tear cytokines|Profile immune response	https://ClinicalTrials.gov/show/NCT02217137
